Fusobacterium_nucleatum_subsp_animalis_D11	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	no_information
Prevotella_melaninogenica_ATCC_25845	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	no_information
Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	no_information
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Bifidobacterium_bifidum_NCIMB_41171	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Odoribacter_splanchnicus_1651_6_DSM_20712	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no_information
Prevotella_intermedia_17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	no_information
Fusobacterium_ulcerans_ATCC_49185	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	no_information
Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Enterococcus_casseliflavus_ATCC_12755	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	no_information
Prevotella_denticola_F0289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	no_information
Lactobacillus_fermentum_ATCC_14931	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
